measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.0007703377923559913,0.0010823954230981345,0.0005469203845721555
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,0.8551221192618564,1.1998177544291162,0.5773684751400492
1,Deaths,178,Eritrea,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,65.46260514500644,88.69474472188134,43.95022969763446
1,Deaths,178,Eritrea,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.001556949236834894,0.002017027884678477,0.00113493806287713
1,Deaths,178,Eritrea,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.348960379204776,1.8276953110630438,0.9056639036550844
1,Deaths,196,South Africa,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,589.7759964181223,643.0213904770693,483.3251649083197
1,Deaths,196,South Africa,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0007951810198249217,0.0008661200971961803,0.0006528942727439352
1,Deaths,196,South Africa,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.207817144963256,1.3168597310049013,0.9898138010259032
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,239.1575998702378,249.48195293817318,229.12326905096418
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.0017128630678980798,0.0017837796514800352,0.001638690678529852
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,1.0408239130434125,1.0857559309497675,0.9971540841366372
1,Deaths,162,Bhutan,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,2.9026808304131597,5.085119444809191,0.11884145889384913
1,Deaths,162,Bhutan,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0007448754858149775,0.0013026434681910836,3.102978096272618e-05
1,Deaths,162,Bhutan,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.43378066957867545,0.7599273383918353,0.017759833279824604
1,Deaths,97,Argentina,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,848.3816654632874,881.5004891096854,815.7562446453297
1,Deaths,97,Argentina,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0028697631147980647,0.0029829284184928495,0.002763168275957843
1,Deaths,97,Argentina,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,2.1601466340077176,2.2444736749309735,2.0770758937595653
1,Deaths,49,North Macedonia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,32.85448823013771,38.396129838090616,23.405060043877906
1,Deaths,49,North Macedonia,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0014928977295595944,0.0017264933837539242,0.0010658109874713097
1,Deaths,49,North Macedonia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.553044823105432,1.8150004423940662,1.106366566448994
1,Deaths,161,Bangladesh,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,16.820295098495933,22.846932810795817,13.178040288705523
1,Deaths,161,Bangladesh,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,1.92429254612026e-05,2.6104102424966572e-05,1.531454708517411e-05
1,Deaths,161,Bangladesh,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.01200816299805358,0.016310634955634486,0.009407923871433353
1,Deaths,84,Ireland,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,83.48656612211808,88.203246166772,79.32101806453524
1,Deaths,84,Ireland,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.002954656038095157,0.003106441615180982,0.002809150885842328
1,Deaths,84,Ireland,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.9390772722473877,2.04862791613988,1.842327340610503
1,Deaths,146,Lebanon,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,3.476733834997709,4.299414743677362,2.575196693085469
1,Deaths,146,Lebanon,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.00015192832790144275,0.0001817831370887656,0.00011542078507848585
1,Deaths,146,Lebanon,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.08899974111902001,0.1100592732462752,0.06592159477612534
1,Deaths,163,India,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,16400.339227311913,18679.29485880053,9222.468965715783
1,Deaths,163,India,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0019293912824480343,0.002180918329036874,0.0010796498481016336
1,Deaths,163,India,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.4217404226454673,1.6193023936385482,0.7994930314194828
1,Deaths,204,Chad,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,84.30379999816111,110.81195129508725,56.28645877377158
1,Deaths,204,Chad,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.0005857666409322577,0.0007629092455767915,0.00040450144024546425
1,Deaths,204,Chad,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,0.7974038273742079,1.0481363127573642,0.5323963766345647
1,Deaths,17,Sri Lanka,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,402.8720823948641,456.55027996478253,309.3650547768933
1,Deaths,17,Sri Lanka,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0032637024301273828,0.003613782063588956,0.002555611143289263
1,Deaths,17,Sri Lanka,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,2.0388444008926014,2.3104976063340454,1.565626503614345
1,Deaths,33,Armenia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,102.9005807229633,109.69945592414048,96.56762176371282
1,Deaths,33,Armenia,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.003771318818473816,0.004025766797310405,0.0035359824869701196
1,Deaths,33,Armenia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,3.231443701367513,3.4449525298976194,3.032566297604501
1,Deaths,122,Ecuador,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,435.7899660184433,485.7748069941845,391.66591245070384
1,Deaths,122,Ecuador,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.005596935643717991,0.005965850273748469,0.005247034722516122
1,Deaths,122,Ecuador,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,3.058216802946884,3.4089923886293017,2.7485701094539974
1,Deaths,85,Israel,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,75.49759100529418,79.07129356998111,71.76362198688504
1,Deaths,85,Israel,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0019275191869986873,0.0020174201003882435,0.0018361944658750792
1,Deaths,85,Israel,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.0416198882138494,1.0909252980470947,0.9901033253704528
1,Deaths,20,Viet Nam,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,678.395746856235,861.5533470726986,353.12807953899875
1,Deaths,20,Viet Nam,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.00133203222069722,0.0016235039045244262,0.0006791236431793218
1,Deaths,20,Viet Nam,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.7920649035387167,1.0059116259277048,0.41229674500913843
1,Deaths,298,American Samoa,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,0.5020198483809397,0.6410687032949661,0.36184962621364675
1,Deaths,298,American Samoa,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0014829415833755917,0.0018932187849371237,0.0010595037132535214
1,Deaths,298,American Samoa,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.8552863942132234,1.0921825928843416,0.6164797329224943
1,Deaths,165,Pakistan,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,641.4927985861079,836.2949962496455,35.775650103604555
1,Deaths,165,Pakistan,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0005183829225051672,0.0006582789175854235,2.8375735511181818e-05
1,Deaths,165,Pakistan,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.39990530130788216,0.5213445937267164,0.022302467254037193
1,Deaths,83,Iceland,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,7.174542938567452,7.644995898432217,6.675261154693003
1,Deaths,83,Iceland,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0038098866743751197,0.004025686700910259,0.0035890459685657614
1,Deaths,83,Iceland,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,2.382181321307546,2.5383869866913638,2.216403549845452
1,Deaths,48,Hungary,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,661.5988564933627,695.9706630112094,633.6459679381156
1,Deaths,48,Hungary,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.005012585762522014,0.005253927637844518,0.004799007952083316
1,Deaths,48,Hungary,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,6.574271790460498,6.9158225591168145,6.296505459870584
1,Deaths,41,Uzbekistan,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,275.4344222942739,315.0116120075184,240.15623094047217
1,Deaths,41,Uzbekistan,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.0017081269425715786,0.0018780897890754288,0.0015640606971303519
1,Deaths,41,Uzbekistan,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,1.0085188497117572,1.1534329875742375,0.8793457395838035
1,Deaths,183,Mauritius,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,58.05116863519309,62.03642451655083,54.347773353027534
1,Deaths,183,Mauritius,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.006779377022938014,0.007171308157887012,0.006393369231891241
1,Deaths,183,Mauritius,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,4.622891954054452,4.940256923303463,4.3279728911808935
1,Deaths,200,Benin,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,56.92629061829106,76.71586470326497,39.04095977983079
1,Deaths,200,Benin,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0006843677876760215,0.0009107189144203462,0.0004861649239222863
1,Deaths,200,Benin,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.6939196410021372,0.9351504325306111,0.4759011785337428
1,Deaths,116,Saint Lucia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,4.663463002130399,5.0484492446356075,4.350908468379823
1,Deaths,116,Saint Lucia,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.004762030456908764,0.005059601965058117,0.004525501895658396
1,Deaths,116,Saint Lucia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,2.8452344946854886,3.080119200890894,2.6545412393747423
1,Deaths,150,Oman,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,4.237906471397003,5.151591425042045,3.187810586235064
1,Deaths,150,Oman,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0005247905197603325,0.000632620926715442,0.0003893176063305199
1,Deaths,150,Oman,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.16797626155007106,0.20419163906812438,0.12635401663996357
1,Deaths,54,Slovakia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,159.2332943647487,184.46991521020362,128.86919323938088
1,Deaths,54,Slovakia,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0029955303501133556,0.003480452331866151,0.002420154445970365
1,Deaths,54,Slovakia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,2.951904278224465,3.419746693586308,2.3890074269472596
1,Deaths,37,Kyrgyzstan,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,607.2873655277699,656.2872377591266,558.9321787744051
1,Deaths,37,Kyrgyzstan,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.015484608568919657,0.016438152642157117,0.01464350120845952
1,Deaths,37,Kyrgyzstan,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,11.398655652867264,12.318372910798898,10.49103900526472
1,Deaths,435,South Sudan,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,74.09474235274128,118.93208452490869,47.86364672607756
1,Deaths,435,South Sudan,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0007803504490136825,0.0012188193153697207,0.0005197326625939876
1,Deaths,435,South Sudan,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.8786220683927393,1.4103072739771705,0.567571395107628
1,Deaths,176,Comoros,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,6.458723173367169,9.240693490686965,4.333501539426297
1,Deaths,176,Comoros,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.001362880323728897,0.001919571296452022,0.0009538219320707872
1,Deaths,176,Comoros,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,1.051089877635926,1.5038265504935138,0.7052322077516836
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,10083.929943464218,10252.735071349683,9859.705103295133
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.004154305050452883,0.004220581876842622,0.004063599160937814
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,3.3848167139787027,3.441478592975826,3.30955240820222
1,Deaths,13,Malaysia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,109.32500698203894,171.97679516080788,66.99735359832708
1,Deaths,13,Malaysia,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.0009271460186250106,0.0014608927241356914,0.0005715852669042678
1,Deaths,13,Malaysia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,0.4041134093558166,0.6357020314111556,0.24765174709648277
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,16.622359077636695,24.05862403258201,10.61221779691072
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.000987564917566193,0.0013739898131052489,0.0006529580500839071
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,1.138633490259577,1.6480184867331442,0.7269381279187971
1,Deaths,351,Guam,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,0.9764636898342653,1.1726832066030055,0.5988330782484984
1,Deaths,351,Guam,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.001385194887346535,0.0016412846672133428,0.0008677685705992941
1,Deaths,351,Guam,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.5979064355373778,0.7180552061219513,0.36667635983290464
1,Deaths,89,Netherlands,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,293.08230797907896,306.82174458352716,281.23708146874344
1,Deaths,89,Netherlands,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0021714636398475276,0.0022721438562189806,0.0020856897190293378
1,Deaths,89,Netherlands,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.7931803409608198,1.877243032376272,1.720707091179813
1,Deaths,127,El Salvador,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,835.1779568057842,931.7115584836889,749.8348249794692
1,Deaths,127,El Salvador,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.02469830324955591,0.027688402734796096,0.022013783645839287
1,Deaths,127,El Salvador,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,13.896502743830277,15.502722651404744,12.476480752197125
1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,1.0720487299813484,1.6224560340582777,0.5771791008387612
1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0014476259357554075,0.002051278224797209,0.0008641704583621608
1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.000109331230143,1.5135817745901947,0.5384477294701999
1,Deaths,139,Algeria,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,40.93018481354019,55.07413728492123,21.071141576668808
1,Deaths,139,Algeria,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.00027960591337899884,0.00035971282332651714,0.00014061694765048636
1,Deaths,139,Algeria,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,0.11901491985015217,0.160142058108001,0.06126970198944331
1,Deaths,170,Congo,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,47.438347039673125,60.46420244720958,29.921961928320957
1,Deaths,170,Congo,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0012499127781473254,0.0015637412349407626,0.0008076766169032855
1,Deaths,170,Congo,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.2685009191279006,1.6168121607288901,0.8001129587513288
1,Deaths,38,Mongolia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,430.9607132714058,558.5771384351722,327.3870610000622
1,Deaths,38,Mongolia,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.024879912617467893,0.032245255586831834,0.019284863053783165
1,Deaths,38,Mongolia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,16.771742413618227,21.738203960301146,12.74095593299845
1,Deaths,148,Morocco,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,44.15317857036916,59.02227301323867,24.64309348147738
1,Deaths,148,Morocco,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.00022861027048067765,0.00028955807644020934,0.00012413112778523404
1,Deaths,148,Morocco,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.13750697439732543,0.18381404118320763,0.07674639367192616
1,Deaths,113,Guyana,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,13.338551466399446,15.171712182393552,11.673018409251815
1,Deaths,113,Guyana,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.002288169234683774,0.002490201775888496,0.0021023545834086563
1,Deaths,113,Guyana,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.7488274430788742,1.989174513432082,1.530458160249912
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,0.8258086080670546,1.0210386761222687,0.6028528386828973
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0007224149687328803,0.0008738065453188265,0.0005212959243350387
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.22235338549322187,0.2749201257258739,0.1623213518554857
1,Deaths,164,Nepal,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,98.56878296098662,144.93702388966318,4.50716644037856
1,Deaths,164,Nepal,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0005978681340591209,0.0008786058229522778,2.8054968124535443e-05
1,Deaths,164,Nepal,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.37463934934701193,0.5508753450654578,0.01713079792504328
1,Deaths,53,Serbia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,460.15015603391964,507.801274142167,373.4351600426152
1,Deaths,53,Serbia,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0037756030964909986,0.004180216786821015,0.0030680071714937153
1,Deaths,53,Serbia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,5.001875996707592,5.519848186342906,4.059275736084127
1,Deaths,98,Chile,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,449.7826032746342,469.0317032497294,430.63079735471706
1,Deaths,98,Chile,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.005208248233923694,0.005410284481545532,0.004995851055171365
1,Deaths,98,Chile,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,2.7976174098642375,2.91734551144593,2.6784944707336056
1,Deaths,131,Nicaragua,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,252.3129392987676,294.2448733126221,213.62197855559538
1,Deaths,131,Nicaragua,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.013011172309122585,0.015342928819636057,0.01108516039971443
1,Deaths,131,Nicaragua,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,4.667199660413853,5.442842434557199,3.951507316836525
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,512.1511859787823,724.0451453101217,343.6948592986996
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0007518465579254369,0.0010672085847340466,0.0005268338638854501
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.8595570029672973,1.2151842896280478,0.5768322543849307
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,209.82985510617368,295.6338467129272,136.58534145059866
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.000959086026243917,0.001297252887819401,0.0006405261420209912
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.0700313390461786,1.50759042704166,0.6965195478618211
1,Deaths,320,Cook Islands,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,0.3872905527303015,0.48228604135750974,0.274851010250421
1,Deaths,320,Cook Islands,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0029899090021051106,0.003599480124285321,0.0022197109955649384
1,Deaths,320,Cook Islands,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.991637826287154,2.480151184392047,1.4134185942541544
1,Deaths,416,Tuvalu,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,0.11807235340682426,0.16048024342413275,0.07102722293097945
1,Deaths,416,Tuvalu,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0011936186747316564,0.001565436406246942,0.000705636783518169
1,Deaths,416,Tuvalu,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.1497829618663666,1.562748977904006,0.6916597187941232
1,Deaths,139,Algeria,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,40.785735363735384,54.24379010142953,20.932471504412078
1,Deaths,139,Algeria,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0002835311253382876,0.0003632771193961391,0.00014316913086374804
1,Deaths,139,Algeria,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,0.12052698346366733,0.1602972297607453,0.06185808897071462
1,Deaths,24,Marshall Islands,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,0.5594733105394804,0.8345387908801678,0.3064099180169435
1,Deaths,24,Marshall Islands,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.0014511104203311284,0.0021122479517868336,0.0008306008888464764
1,Deaths,24,Marshall Islands,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,1.030093618293012,1.5365399323065012,0.56415720854778
1,Deaths,213,Niger,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,93.43851193111888,142.43806844201993,58.22442742376192
1,Deaths,213,Niger,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.0005517802465048744,0.0008313874374550092,0.0003492022731242425
1,Deaths,213,Niger,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,0.6384494337550687,0.973255055784838,0.3978375934199101
1,Deaths,59,Latvia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,395.46915244534733,415.46181340849097,377.5253320933277
1,Deaths,59,Latvia,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.011621854783562039,0.012189638011205385,0.011100507159041805
1,Deaths,59,Latvia,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,17.72040318726755,18.616245532650527,16.916366439036928
1,Deaths,181,Madagascar,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2007,166.98479760369477,234.12345350696268,120.40904309276212
1,Deaths,181,Madagascar,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2007,0.0010242682799355674,0.0014163940522055603,0.0007469016641735511
1,Deaths,181,Madagascar,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2007,0.8521097153336108,1.1947127653752703,0.6144374632047097
1,Deaths,130,Mexico,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,3537.6281234720595,3621.471120907544,3455.9514623297678
1,Deaths,130,Mexico,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0070091931594990576,0.00718593056351328,0.006814335306626844
1,Deaths,130,Mexico,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,3.2424155765219624,3.319261935545223,3.167554774571377
1,Deaths,305,Bermuda,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2006,0.7774458603205657,0.8748920238226038,0.7017820227595476
1,Deaths,305,Bermuda,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,2006,0.0018105939638255405,0.0019587077626745508,0.0016643129415533338
1,Deaths,305,Bermuda,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2006,1.1974075950967416,1.3474923562944754,1.080871565523734
